ID	did	seurat_cluster	kmeans_cluster	labels
Cell3236	1	10	1	8
Cell3237	1	1	3	7
Cell3238	1	2	8	6
Cell3239	1	3	5	2
Cell3240	1	13	6	5
Cell3241	1	8	6	1
Cell3242	1	1	3	7
Cell3243	1	9	6	1
Cell3244	1	2	8	6
Cell3245	1	2	8	6
Cell3246	1	6	1	4
Cell3247	1	7	1	8
Cell3248	1	9	6	1
Cell3249	1	2	8	6
Cell3250	1	3	5	2
Cell3251	1	2	8	6
Cell3252	1	11	1	4
Cell3253	1	10	1	8
Cell3254	1	5	2	3
Cell3255	1	1	3	7
Cell3256	1	10	1	8
Cell3257	1	9	6	1
Cell3258	1	13	6	5
Cell3259	1	8	6	1
Cell3260	1	3	7	2
Cell3261	1	2	8	6
Cell3262	1	12	2	3
Cell3263	1	5	2	3
Cell3264	1	10	1	8
Cell3265	1	11	1	4
Cell3266	1	3	7	2
Cell3267	1	8	6	1
Cell3268	1	5	2	3
Cell3269	1	3	7	2
Cell3270	1	1	3	7
Cell3272	1	6	1	4
Cell3273	1	2	8	6
Cell3274	1	1	3	7
Cell3275	1	4	6	5
Cell3276	1	1	3	7
Cell3277	1	1	3	7
Cell3278	1	4	6	5
Cell3279	1	3	5	2
Cell3280	1	2	4	6
Cell3281	1	1	3	7
Cell3282	1	4	6	5
Cell3284	1	3	5	2
Cell3285	1	3	5	2
Cell3286	1	1	3	7
Cell3287	1	10	1	8
Cell3288	1	13	6	5
Cell3290	1	2	4	6
Cell3291	1	3	7	2
Cell3292	1	9	6	1
Cell3293	1	8	6	1
Cell3294	1	1	3	7
Cell3295	1	5	2	3
Cell3296	1	7	1	8
Cell3299	1	12	2	3
Cell3300	1	9	6	1
Cell3301	1	8	6	1
Cell3302	1	1	3	7
Cell3303	1	8	6	1
Cell3304	1	13	6	5
Cell3305	1	4	6	5
Cell3306	1	12	2	3
Cell3307	1	4	6	5
Cell3308	1	10	1	8
Cell3309	1	12	2	3
Cell3311	1	4	6	5
Cell3312	1	5	2	3
Cell3313	1	4	6	5
Cell3314	1	6	1	4
Cell3315	1	2	4	6
Cell3316	1	5	2	3
Cell3317	1	1	3	7
Cell3318	1	1	3	7
Cell3319	1	4	6	5
Cell3320	1	1	3	7
Cell3321	1	3	5	2
Cell3322	1	3	7	2
Cell3323	1	10	1	8
Cell3324	1	6	1	4
Cell3325	1	1	3	7
Cell3326	1	7	1	8
Cell3327	1	11	1	4
Cell3328	1	2	8	6
Cell3329	1	8	6	1
Cell3330	1	6	1	4
Cell3331	1	2	4	6
Cell3332	1	3	7	2
Cell3333	1	3	7	2
Cell3334	1	7	1	8
Cell3335	1	1	3	7
Cell3336	1	11	1	4
Cell3337	1	3	5	2
Cell3338	1	4	6	5
Cell3339	1	12	2	3
Cell3340	1	1	3	7
Cell3341	1	9	6	1
Cell3342	1	4	6	5
Cell3343	1	1	3	7
Cell3344	1	3	7	2
Cell3345	1	1	3	7
Cell3346	1	4	6	5
Cell3347	1	4	6	5
Cell3348	1	1	3	7
Cell3349	1	10	1	8
Cell3350	1	3	5	2
Cell3352	1	11	1	4
Cell3353	1	10	1	8
Cell3355	1	3	5	2
Cell3356	1	3	7	2
Cell3357	1	1	3	7
Cell3358	1	1	3	7
Cell3359	1	5	2	3
Cell3360	1	2	8	6
Cell3361	1	12	2	3
Cell3362	1	1	3	7
Cell3363	1	12	2	3
Cell3364	1	10	1	8
Cell3365	1	5	2	3
Cell3366	1	3	7	2
Cell3367	1	3	7	2
Cell3368	1	3	5	2
Cell3369	1	8	6	1
Cell3370	1	10	1	8
Cell3371	1	12	2	3
Cell3373	1	2	4	6
Cell3374	1	6	1	4
Cell3375	1	5	2	3
Cell3376	1	4	6	5
Cell3377	1	6	1	4
Cell3378	1	8	6	1
Cell3379	1	4	6	5
Cell3380	1	4	6	5
Cell3381	1	2	8	6
Cell3382	1	3	7	2
Cell3383	1	6	1	4
Cell3384	1	10	1	8
Cell3385	1	12	2	3
Cell3386	1	3	5	2
Cell3387	1	3	7	2
Cell3388	1	1	3	7
Cell3389	1	6	1	4
Cell3390	1	7	1	8
Cell3391	1	2	8	6
Cell3392	1	8	6	1
Cell3393	1	2	8	6
Cell3394	1	5	2	3
Cell3395	1	11	1	4
Cell3396	1	1	3	7
Cell3397	1	6	1	4
Cell3398	1	2	4	6
Cell3399	1	11	1	4
Cell3400	1	9	6	1
Cell3401	1	8	6	1
Cell3402	1	5	2	3
Cell3403	1	3	5	2
Cell3404	1	4	6	5
Cell3405	1	11	1	4
Cell3406	1	5	2	3
Cell3407	1	2	8	6
Cell3408	1	8	6	1
Cell3409	1	6	1	4
Cell3410	1	10	1	8
Cell3411	1	5	2	3
Cell3412	1	7	1	8
Cell3413	1	10	1	8
Cell3414	1	9	6	1
Cell3415	1	3	7	2
Cell3416	1	3	5	2
Cell3418	1	7	1	8
Cell3419	1	2	4	6
Cell3420	1	13	6	5
Cell3421	1	7	1	8
Cell3422	1	1	3	7
Cell3423	1	3	5	2
Cell3424	1	1	3	7
Cell3425	1	1	3	7
Cell3426	1	3	7	2
Cell3427	1	9	6	1
Cell3428	1	5	2	3
Cell3429	1	12	2	3
Cell3430	1	2	4	6
Cell3431	1	6	1	4
Cell3432	1	5	2	3
Cell3433	1	8	6	1
Cell3434	1	2	8	6
Cell3435	1	11	1	4
Cell3436	1	3	7	2
Cell3437	1	8	6	1
Cell3438	1	5	2	3
Cell3440	1	10	1	8
Cell3441	1	3	5	2
Cell3442	1	10	1	8
Cell3443	1	9	6	1
Cell3444	1	6	1	4
Cell3445	1	8	6	1
Cell3446	1	2	8	6
Cell3447	1	8	6	1
Cell3448	1	7	1	8
Cell3449	1	1	3	7
Cell3451	1	1	3	7
Cell3452	1	7	1	8
Cell3453	1	2	4	6
Cell3454	1	3	7	2
Cell3455	1	11	1	4
Cell3456	1	7	1	8
Cell3457	1	12	2	3
Cell3458	1	11	1	4
Cell3459	1	1	3	7
Cell3460	1	1	3	7
Cell3461	1	5	2	3
Cell3462	1	9	6	1
Cell3463	1	10	1	8
Cell3464	1	1	3	7
Cell3465	1	1	3	7
Cell3466	1	8	6	1
Cell3467	1	13	6	5
Cell3468	1	1	3	7
Cell3469	1	5	2	3
Cell3471	1	6	1	4
Cell3472	1	3	7	2
Cell3473	1	1	3	7
Cell3474	1	5	2	3
Cell3476	1	3	7	2
Cell3477	1	5	2	3
Cell3478	1	5	2	3
Cell3479	1	1	3	7
Cell3480	1	1	3	7
Cell3482	1	2	4	6
Cell3483	1	12	2	3
Cell3484	1	5	2	3
Cell3485	1	12	2	3
Cell3486	1	12	2	3
Cell3487	1	2	4	6
Cell3488	1	4	6	5
Cell3489	1	9	6	1
Cell3490	1	2	8	6
Cell3491	1	9	6	1
Cell3492	1	5	2	3
Cell3493	1	2	8	6
Cell3494	1	3	5	2
Cell3495	1	4	6	5
Cell3496	1	3	5	2
Cell3497	1	13	6	5
Cell3498	1	4	6	5
Cell3499	1	11	1	4
Cell3500	1	5	2	3
Cell3501	1	4	6	5
Cell3502	1	1	3	7
Cell3503	1	4	6	5
Cell3504	1	12	2	3
Cell3505	1	10	1	8
Cell3506	1	4	6	5
Cell3507	1	10	1	8
Cell3508	1	4	6	5
Cell3509	1	9	6	1
Cell3510	1	9	6	1
Cell3512	1	10	1	8
Cell3514	1	9	6	1
Cell3515	1	8	6	1
Cell3516	1	4	6	5
Cell3517	1	10	1	8
Cell3518	1	5	2	3
Cell3519	1	4	6	5
Cell3520	1	13	6	5
Cell3521	1	3	5	2
Cell3523	1	7	1	8
Cell3524	1	3	5	2
Cell3525	1	1	3	7
Cell3526	1	12	2	3
Cell3527	1	6	1	4
Cell3528	1	11	1	4
Cell3529	1	1	3	7
Cell3530	1	3	5	2
Cell3531	1	2	8	6
Cell3532	1	1	3	7
Cell3533	1	10	1	8
Cell3534	1	1	3	7
Cell3535	1	11	1	4
Cell3536	1	3	5	2
Cell3537	1	6	1	4
Cell3538	1	7	1	8
Cell3539	1	4	6	5
Cell3540	1	4	6	5
Cell3541	1	4	6	5
Cell3542	1	10	1	8
Cell3543	1	7	1	8
Cell3544	1	3	5	2
Cell3545	1	1	3	7
Cell3546	1	4	6	5
Cell3547	1	8	6	1
Cell3548	1	5	2	3
Cell3549	1	4	6	5
Cell3550	1	5	2	3
Cell3551	1	3	7	2
Cell3552	1	2	4	6
Cell3553	1	2	4	6
Cell3554	1	4	6	5
Cell3555	1	4	6	5
Cell3556	1	3	5	2
Cell3557	1	1	3	7
Cell3558	1	1	3	7
Cell3559	1	7	1	8
Cell3560	1	4	6	5
Cell3561	1	13	6	5
Cell3562	1	3	7	2
Cell3563	1	1	3	7
Cell3564	1	4	6	5
Cell3565	1	9	6	1
Cell3566	1	11	1	4
Cell3567	1	2	4	6
Cell3568	1	9	6	1
Cell3569	1	4	6	5
Cell3570	1	12	2	3
Cell3571	1	10	1	8
Cell3572	1	4	6	5
Cell3573	1	3	5	2
Cell3574	1	3	5	2
Cell3576	1	10	1	8
Cell3577	1	1	3	7
Cell3578	1	8	6	1
Cell3579	1	12	2	3
Cell3580	1	12	2	3
Cell3581	1	3	7	2
Cell3582	1	2	8	6
Cell3583	1	8	6	1
Cell3584	1	5	2	3
Cell3585	1	3	7	2
Cell3586	1	7	1	8
Cell3587	1	11	1	4
Cell3588	1	11	1	4
Cell3590	1	4	6	5
Cell3591	1	3	5	2
Cell3592	1	8	6	1
Cell3593	1	2	8	6
Cell3594	1	4	6	5
Cell3595	1	9	6	1
Cell3596	1	9	6	1
Cell3597	1	5	2	3
Cell3598	1	3	7	2
Cell3599	1	9	6	1
Cell3600	1	13	6	5
Cell3601	1	2	4	6
Cell3602	1	2	8	6
Cell3603	1	1	3	7
Cell3604	1	5	2	3
Cell3605	1	13	6	5
Cell3606	1	9	6	1
Cell3607	1	9	6	1
Cell3608	1	6	1	4
Cell3609	1	3	7	2
Cell3610	1	11	1	4
Cell3611	1	9	6	1
Cell3612	1	11	1	4
Cell3613	1	2	8	6
Cell3614	1	5	2	3
Cell3615	1	4	6	5
Cell3616	1	4	6	5
Cell3617	1	12	2	3
Cell3618	1	1	3	7
Cell3619	1	10	1	8
Cell3620	1	6	1	4
Cell3621	1	11	1	4
Cell3622	1	6	1	4
Cell3624	1	11	1	4
Cell3625	1	1	3	7
Cell3626	1	2	4	6
Cell3628	1	11	1	4
Cell3629	1	5	2	3
Cell3630	1	2	8	6
Cell3631	1	8	6	1
Cell3632	1	11	1	4
Cell3633	1	3	7	2
Cell3634	1	12	2	3
Cell3635	1	6	1	4
Cell3637	1	5	2	3
Cell3638	1	3	5	2
Cell3639	1	2	8	6
Cell3640	1	7	1	8
Cell3641	1	9	6	1
Cell3642	1	9	6	1
Cell3643	1	1	3	7
Cell3644	1	8	6	1
Cell3646	1	8	6	1
Cell3647	1	2	8	6
Cell3648	1	4	6	5
Cell3649	1	2	4	6
Cell3650	1	6	1	4
Cell3651	1	5	2	3
Cell3652	1	6	1	4
Cell3653	1	3	5	2
Cell3654	1	8	6	1
Cell3655	1	3	5	2
Cell3656	1	2	4	6
Cell3657	1	2	8	6
Cell3658	1	5	2	3
Cell3659	1	13	6	5
Cell3661	1	9	6	1
Cell3662	1	4	6	5
Cell3663	1	9	6	1
Cell3664	1	2	4	6
Cell3665	1	2	4	6
Cell3666	1	6	1	4
Cell3667	1	2	4	6
Cell3668	1	1	3	7
Cell3669	1	11	1	4
Cell3670	1	6	1	4
Cell3671	1	7	1	8
Cell3672	1	3	7	2
Cell3673	1	10	1	8
Cell3674	1	6	1	4
Cell3675	1	6	1	4
Cell3676	1	6	1	4
Cell3677	1	9	6	1
Cell3678	1	6	1	4
Cell3679	1	6	1	4
Cell3680	1	9	6	1
Cell3681	1	3	7	2
Cell3682	1	2	8	6
Cell3683	1	8	6	1
Cell3684	1	11	1	4
Cell3685	1	1	3	7
Cell3686	1	4	6	5
Cell3687	1	11	1	4
Cell3688	1	9	6	1
Cell3689	1	1	3	7
Cell3690	1	3	7	2
Cell3691	1	9	6	1
Cell3692	1	11	1	4
Cell3693	1	11	1	4
Cell3695	1	7	1	8
Cell3696	1	4	6	5
Cell3698	1	12	2	3
Cell3699	1	7	1	8
Cell3700	1	2	8	6
Cell3701	1	7	1	8
Cell3702	1	6	1	4
Cell3703	1	2	8	6
Cell3704	1	3	5	2
Cell3705	1	7	1	8
Cell3706	1	11	1	4
Cell3707	1	2	8	6
Cell3708	1	7	1	8
Cell3709	1	2	4	6
Cell3710	1	4	6	5
Cell3711	1	8	6	1
Cell3712	1	2	8	6
Cell3713	1	4	6	5
Cell3714	1	9	6	1
Cell3715	1	4	6	5
Cell3716	1	4	6	5
Cell3717	1	1	3	7
Cell3718	1	5	2	3
Cell3719	1	3	7	2
Cell3720	1	7	1	8
Cell3721	1	11	1	4
Cell3722	1	3	7	2
Cell3723	1	13	6	5
Cell3724	1	13	6	5
Cell3725	1	2	8	6
Cell3726	1	11	1	4
Cell3727	1	6	1	4
Cell3728	1	6	1	4
Cell3730	1	3	7	2
Cell3731	1	8	6	1
Cell3732	1	10	1	8
Cell3733	1	3	5	2
Cell3734	1	9	6	1
Cell3735	1	11	1	4
Cell3736	1	11	1	4
Cell3737	1	12	2	3
Cell3738	1	11	1	4
Cell3739	1	7	1	8
Cell3740	1	12	2	3
Cell3741	1	7	1	8
Cell3742	1	2	4	6
Cell3743	1	9	6	1
Cell3744	1	3	5	2
Cell3745	1	12	2	3
Cell3746	1	6	1	4
Cell3747	1	6	1	4
Cell3748	1	10	1	8
Cell3749	1	7	1	8
Cell3750	1	7	1	8
Cell3751	1	5	2	3
Cell3752	1	1	3	7
Cell3753	1	8	6	1
Cell3754	1	3	7	2
Cell3755	1	2	4	6
Cell3756	1	1	3	7
Cell3758	1	8	6	1
Cell3759	1	4	6	5
Cell3760	1	7	1	8
Cell3761	1	6	1	4
Cell3762	1	3	5	2
Cell3763	1	4	6	5
Cell3764	1	1	3	7
Cell3765	1	5	2	3
Cell3766	1	3	7	2
Cell3767	1	8	6	1
Cell3768	1	12	2	3
Cell3769	1	2	8	6
Cell3770	1	11	1	4
Cell3771	1	5	2	3
Cell3772	1	6	1	4
Cell3773	1	1	3	7
Cell3774	1	3	7	2
Cell3775	1	12	2	3
Cell3776	1	4	6	5
Cell3777	1	9	6	1
Cell3778	1	10	1	8
Cell3779	1	7	1	8
Cell3780	1	2	8	6
Cell3781	1	2	4	6
Cell3782	1	1	3	7
Cell3783	1	5	2	3
Cell3784	1	1	3	7
Cell3785	1	4	6	5
Cell3786	1	3	5	2
Cell3787	1	1	3	7
Cell3788	1	2	4	6
Cell3789	1	4	6	5
Cell3790	1	7	1	8
Cell3791	1	4	6	5
Cell3792	1	8	6	1
Cell3793	1	4	6	5
Cell3794	1	6	1	4
Cell3795	1	2	8	6
Cell3796	1	5	2	3
Cell3797	1	11	1	4
Cell3798	1	9	6	1
Cell3799	1	12	2	3
Cell3800	1	8	6	1
Cell3801	1	2	4	6
Cell3802	1	4	6	5
Cell3803	1	9	6	1
Cell3804	1	3	7	2
Cell3805	1	1	3	7
Cell3806	1	8	6	1
Cell3807	1	6	1	4
Cell3808	1	8	6	1
Cell3809	1	5	2	3
Cell3810	1	7	1	8
Cell3811	1	3	7	2
Cell3813	1	9	6	1
Cell3814	1	4	6	5
Cell3815	1	5	2	3
Cell3816	1	3	5	2
Cell3817	1	8	6	1
Cell3818	1	4	6	5
Cell3819	1	5	2	3
Cell3821	1	8	6	1
Cell3822	1	3	5	2
Cell3823	1	10	1	8
Cell3824	1	12	2	3
Cell3825	1	3	5	2
Cell3826	1	2	4	6
Cell3827	1	1	3	7
Cell3828	1	5	2	3
Cell3829	1	13	6	5
Cell3830	1	7	1	8
Cell3831	1	11	1	4
Cell3832	1	3	5	2
Cell3833	1	2	4	6
Cell3835	1	2	8	6
Cell3836	1	1	3	7
Cell3837	1	1	3	7
Cell3838	1	9	6	1
Cell3839	1	7	1	8
Cell3840	1	8	6	1
Cell3841	1	1	3	7
Cell3842	1	9	6	1
Cell3843	1	13	6	5
Cell3844	1	2	4	6
Cell3845	1	7	1	8
Cell3846	1	13	6	5
Cell3847	1	1	3	7
Cell3848	1	7	1	8
Cell3849	1	7	1	8
Cell3850	1	11	1	4
Cell3851	1	6	1	4
Cell3852	1	6	1	4
Cell3853	1	2	4	6
Cell3854	1	8	6	1
Cell3855	1	7	1	8
Cell3856	1	10	1	8
Cell3857	1	1	3	7
Cell3858	1	2	4	6
Cell3859	1	3	7	2
Cell3860	1	9	6	1
Cell3861	1	3	5	2
Cell3862	1	1	3	7
Cell3863	1	1	3	7
Cell3864	1	8	6	1
Cell3865	1	10	1	8
Cell3866	1	6	1	4
Cell3867	1	6	1	4
Cell3868	1	9	6	1
Cell3869	1	11	1	4
Cell3870	1	4	6	5
Cell3871	1	7	1	8
Cell3872	1	5	2	3
Cell3873	1	4	6	5
Cell3874	1	3	5	2
Cell3875	1	5	2	3
Cell3876	1	3	5	2
Cell3877	1	2	8	6
Cell3878	1	2	4	6
Cell3879	1	3	5	2
Cell3880	1	4	6	5
Cell3881	1	10	1	8
Cell3882	1	13	6	5
Cell3883	1	9	6	1
Cell3884	1	7	1	8
Cell3885	1	3	7	2
Cell3886	1	4	6	5
Cell3887	1	8	6	1
Cell3888	1	1	3	7
Cell3889	1	13	6	5
Cell3890	1	9	6	1
Cell3891	1	2	4	6
Cell3892	1	5	2	3
Cell3893	1	6	1	4
Cell3894	1	8	6	1
Cell3895	1	2	4	6
Cell3896	1	4	6	5
Cell3897	1	1	3	7
Cell3898	1	9	6	1
Cell3899	1	3	7	2
Cell3900	1	6	1	4
Cell3901	1	1	3	7
Cell3902	1	2	8	6
Cell3903	1	9	6	1
Cell3904	1	1	3	7
Cell3905	1	1	3	7
Cell3906	1	9	6	1
Cell3907	1	5	2	3
Cell3908	1	4	6	5
Cell3909	1	5	2	3
Cell3910	1	7	1	8
Cell3911	1	3	7	2
Cell3912	1	11	1	4
Cell3913	1	7	1	8
Cell3914	1	3	5	2
Cell3915	1	6	1	4
Cell3916	1	1	3	7
Cell3917	1	2	4	6
Cell3918	1	10	1	8
Cell3919	1	7	1	8
Cell3920	1	1	3	7
Cell3921	1	4	6	5
Cell3922	1	6	1	4
Cell3923	1	1	3	7
Cell3924	1	8	6	1
Cell3925	1	8	6	1
Cell3927	1	2	8	6
Cell3928	1	6	1	4
Cell3929	1	5	2	3
Cell3930	1	9	6	1
Cell3931	1	7	1	8
Cell3932	1	8	6	1
Cell3933	1	9	6	1
Cell3934	1	6	1	4
Cell3935	1	8	6	1
Cell3936	1	2	8	6
Cell3937	1	5	2	3
Cell3938	1	4	6	5
Cell3939	1	1	3	7
Cell3940	1	2	4	6
Cell3941	1	3	5	2
Cell3942	1	2	4	6
Cell3943	1	4	6	5
Cell3944	1	9	6	1
Cell3945	1	3	7	2
Cell3946	1	3	7	2
Cell3947	1	1	3	7
Cell3948	1	12	2	3
Cell3949	1	6	1	4
Cell3951	1	11	1	4
Cell3952	1	3	5	2
Cell3953	1	3	5	2
Cell3954	1	13	6	5
Cell3955	1	8	6	1
Cell3956	1	4	6	5
Cell3957	1	6	1	4
Cell3958	1	10	1	8
Cell3959	1	4	6	5
Cell3960	1	5	2	3
Cell3961	1	12	2	3
Cell3962	1	3	5	2
Cell3963	1	6	1	4
Cell3965	1	11	1	4
Cell3966	1	3	7	2
Cell3967	1	3	5	2
Cell3968	1	1	3	7
Cell3969	1	3	5	2
Cell3970	1	4	6	5
Cell3971	1	1	3	7
Cell3972	1	12	2	3
Cell3973	1	9	6	1
Cell3974	1	6	1	4
Cell3975	1	1	3	7
Cell3976	1	2	8	6
Cell3978	1	1	3	7
Cell3979	1	2	4	6
Cell3980	1	7	1	8
Cell3981	1	5	2	3
Cell3982	1	3	7	2
Cell3983	1	9	6	1
Cell3985	1	3	7	2
Cell3986	1	10	1	8
Cell3987	1	8	6	1
Cell3988	1	1	3	7
Cell3989	1	5	2	3
Cell3991	1	3	5	2
Cell3992	1	4	6	5
Cell3993	1	12	2	3
Cell3994	1	10	1	8
Cell3995	1	1	3	7
Cell3996	1	3	5	2
Cell3997	1	1	3	7
Cell3998	1	11	1	4
Cell3999	1	5	2	3
Cell4000	1	2	8	6
Cell4001	1	7	1	8
Cell4002	1	2	4	6
Cell4003	1	3	5	2
Cell4004	1	13	6	5
Cell4005	1	3	7	2
Cell4006	1	1	3	7
Cell4007	1	5	2	3
Cell4008	1	3	7	2
Cell4009	1	7	1	8
Cell4010	1	7	1	8
Cell4011	1	3	7	2
Cell4013	1	8	6	1
Cell4014	1	1	3	7
Cell4015	1	2	4	6
Cell4016	1	9	6	1
Cell4017	1	3	5	2
Cell4018	1	11	1	4
Cell4019	1	13	6	5
Cell4020	1	6	1	4
Cell4021	1	2	8	6
Cell4022	1	13	6	5
Cell4023	1	4	6	5
Cell4024	1	4	6	5
Cell4025	1	9	6	1
Cell4026	1	11	1	4
Cell4027	1	3	5	2
Cell4028	1	11	1	4
Cell4029	1	1	3	7
Cell4030	1	3	5	2
Cell4031	1	10	1	8
Cell4032	1	4	6	5
Cell4033	1	6	1	4
Cell4034	1	10	1	8
Cell4035	1	1	3	7
Cell4036	1	7	1	8
Cell4038	1	9	6	1
Cell4039	1	6	1	4
Cell4040	1	6	1	4
Cell4042	1	11	1	4
Cell4043	1	11	1	4
Cell4044	1	10	1	8
Cell4045	1	3	5	2
Cell4046	1	10	1	8
Cell4047	1	2	4	6
Cell4048	1	4	6	5
Cell4049	1	9	6	1
Cell4050	1	1	3	7
Cell4051	1	11	1	4
Cell4052	1	4	6	5
Cell4053	1	5	2	3
Cell4054	1	13	6	5
Cell4055	1	11	1	4
Cell4056	1	1	3	7
Cell4057	1	12	2	3
Cell4058	1	3	7	2
Cell4059	1	10	1	8
Cell4060	1	3	5	2
Cell4061	1	7	1	8
Cell4062	1	3	7	2
Cell4063	1	6	1	4
Cell4064	1	10	1	8
Cell4066	1	12	2	3
Cell4067	1	1	3	7
Cell4068	1	10	1	8
Cell4069	1	7	1	8
Cell4070	1	1	3	7
Cell4071	1	4	6	5
Cell4072	1	8	6	1
Cell4073	1	1	3	7
Cell4074	1	2	8	6
Cell4075	1	10	1	8
Cell4076	1	1	3	7
Cell4077	1	6	1	4
Cell4078	1	2	8	6
Cell4079	1	2	4	6
Cell4080	1	8	6	1
Cell4081	1	3	5	2
Cell4082	1	4	6	5
Cell4083	1	10	1	8
Cell4084	1	1	3	7
Cell4085	1	5	2	3
Cell4086	1	11	1	4
Cell4087	1	2	4	6
Cell4088	1	9	6	1
Cell4089	1	13	6	5
Cell4090	1	1	3	7
Cell4091	1	6	1	4
Cell4092	1	3	5	2
Cell4093	1	1	3	7
Cell4094	1	6	1	4
Cell4095	1	2	4	6
Cell4096	1	4	6	5
Cell4097	1	8	6	1
Cell4098	1	5	2	3
Cell4099	1	7	1	8
Cell4100	1	12	2	3
Cell4101	1	8	6	1
Cell4102	1	1	3	7
Cell4103	1	1	3	7
Cell4104	1	5	2	3
Cell4105	1	5	2	3
Cell4106	1	13	6	5
Cell4107	1	4	6	5
Cell4108	1	6	1	4
Cell4109	1	10	1	8
Cell4110	1	1	3	7
Cell4111	1	2	4	6
Cell4112	1	5	2	3
Cell4113	1	6	1	4
Cell4114	1	9	6	1
Cell4115	1	8	6	1
Cell4116	1	10	1	8
Cell4117	1	11	1	4
Cell4118	1	8	6	1
Cell4119	1	1	3	7
Cell4120	1	12	2	3
Cell4121	1	5	2	3
Cell4122	1	6	1	4
Cell4123	1	8	6	1
Cell4124	1	9	6	1
Cell4125	1	2	8	6
Cell4126	1	1	3	7
Cell4127	1	4	6	5
Cell4128	1	6	1	4
Cell4129	1	3	5	2
Cell4130	1	5	2	3
Cell4131	1	2	8	6
Cell4132	1	1	3	7
Cell4133	1	5	2	3
Cell4134	1	6	1	4
Cell4135	1	7	1	8
Cell4136	1	8	6	1
Cell4137	1	3	5	2
Cell4138	1	2	4	6
Cell4139	1	4	6	5
Cell4140	1	10	1	8
Cell4141	1	12	2	3
Cell4143	1	12	2	3
Cell4144	1	7	1	8
Cell4145	1	11	1	4
Cell4146	1	12	2	3
Cell4147	1	7	1	8
Cell4148	1	5	2	3
Cell4149	1	2	4	6
Cell4150	1	4	6	5
Cell4151	1	1	3	7
Cell4152	1	6	1	4
Cell4153	1	1	3	7
Cell4154	1	11	1	4
Cell4155	1	9	6	1
Cell4157	1	10	1	8
Cell4158	1	2	8	6
Cell4159	1	2	4	6
Cell4160	1	11	1	4
Cell4161	1	3	5	2
Cell4162	1	1	3	7
Cell4163	1	4	6	5
Cell4164	1	2	4	6
Cell4165	1	7	1	8
Cell4166	1	5	2	3
Cell4167	1	2	4	6
Cell4169	1	9	6	1
Cell4170	1	7	1	8
Cell4171	1	7	1	8
Cell4172	1	1	3	7
Cell4173	1	2	8	6
Cell4174	1	8	6	1
Cell4175	1	9	6	1
Cell4176	1	2	8	6
Cell4178	1	5	2	3
Cell4179	1	3	5	2
Cell4180	1	8	6	1
Cell4181	1	5	2	3
Cell4182	1	1	3	7
Cell4183	1	11	1	4
Cell4184	1	3	5	2
Cell4185	1	3	5	2
Cell4186	1	2	4	6
Cell4187	1	6	1	4
Cell4188	1	10	1	8
Cell4189	1	11	1	4
Cell4190	1	6	1	4
Cell4191	1	1	3	7
Cell4192	1	8	6	1
Cell4193	1	12	2	3
Cell4194	1	10	1	8
Cell4195	1	3	5	2
Cell4196	1	5	2	3
Cell4197	1	12	2	3
Cell4198	1	4	6	5
Cell4199	1	1	3	7
Cell4200	1	13	6	5
Cell4201	1	9	6	1
Cell4203	1	1	3	7
Cell4204	1	7	1	8
Cell4205	1	3	5	2
Cell4206	1	5	2	3
Cell4207	1	1	3	7
Cell4208	1	13	6	5
Cell4209	1	1	3	7
Cell4210	1	10	1	8
Cell4211	1	5	2	3
Cell4212	1	5	2	3
Cell4213	1	3	7	2
Cell4214	1	2	4	6
Cell4215	1	4	6	5
Cell4216	1	1	3	7
Cell4218	1	2	4	6
Cell4219	1	9	6	1
Cell4220	1	5	2	3
Cell4221	1	7	1	8
Cell4222	1	6	1	4
Cell4223	1	7	1	8
Cell4224	1	3	5	2
Cell4226	1	2	8	6
Cell4227	1	6	1	4
Cell4228	1	6	1	4
Cell4229	1	9	6	1
Cell4230	1	8	6	1
Cell4231	1	8	6	1
Cell4232	1	8	6	1
Cell4233	1	3	7	2
Cell4234	1	12	2	3
Cell4235	1	10	1	8
Cell4236	1	3	7	2
Cell4237	1	10	1	8
Cell4238	1	6	1	4
Cell4239	1	1	3	7
Cell4240	1	10	1	8
Cell4242	1	1	3	7
Cell4243	1	4	6	5
Cell4244	1	3	7	2
Cell4245	1	3	7	2
Cell4246	1	9	6	1
Cell4247	1	1	3	7
Cell4248	1	11	1	4
Cell4249	1	11	1	4
Cell4250	1	8	6	1
Cell4251	1	1	3	7
Cell4252	1	11	1	4
Cell4253	1	7	1	8
Cell4254	1	3	5	2
Cell4255	1	9	6	1
Cell4256	1	1	3	7
Cell4257	1	2	8	6
Cell4258	1	1	3	7
Cell4259	1	4	6	5
Cell4260	1	3	5	2
Cell4261	1	9	6	1
Cell4262	1	4	6	5
Cell4263	1	2	8	6
Cell4264	1	7	1	8
Cell4265	1	5	2	3
Cell4266	1	3	7	2
Cell4267	1	12	2	3
Cell4268	1	8	6	1
Cell4269	1	2	4	6
Cell4270	1	3	5	2
Cell4271	1	7	1	8
Cell4272	1	12	2	3
Cell4273	1	1	3	7
Cell4274	1	7	1	8
Cell4275	1	13	6	5
Cell4276	1	3	7	2
Cell4277	1	7	1	8
Cell4278	1	1	3	7
Cell4279	1	1	3	7
Cell4280	1	2	4	6
Cell4281	1	2	8	6
Cell4282	1	12	2	3
Cell4283	1	7	1	8
