,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
6990,Cell7360,1,14,8,1,9,8,8
6991,Cell7361,1,15,13,8,0,15,7
6992,Cell7362,1,13,16,9,12,11,6
6993,Cell7363,1,1,9,10,15,4,12
6994,Cell7364,1,9,6,14,4,0,14
6995,Cell7365,1,12,14,11,14,3,5
6996,Cell7366,1,5,3,5,11,10,9
6997,Cell7367,1,11,14,7,3,5,4
6998,Cell7368,1,13,11,9,12,11,6
6999,Cell7369,1,6,6,12,5,14,2
7000,Cell7370,1,10,7,2,10,1,3
7001,Cell7371,1,6,6,12,5,14,2
7002,Cell7372,1,5,3,5,11,10,20
7003,Cell7373,1,5,3,5,11,10,20
7004,Cell7374,1,15,5,8,0,15,7
7005,Cell7375,1,7,4,3,1,2,10
7006,Cell7376,1,10,7,2,10,1,3
7007,Cell7378,1,12,14,11,14,3,5
7008,Cell7379,1,4,9,13,6,13,1
7009,Cell7380,1,10,7,2,10,1,3
7010,Cell7382,1,5,3,5,11,10,9
7011,Cell7383,1,6,6,12,5,14,2
7012,Cell7384,1,14,8,1,9,8,8
7013,Cell7385,1,3,12,16,2,7,15
7014,Cell7386,1,1,9,10,15,4,16
7015,Cell7387,1,2,1,15,13,6,0
7016,Cell7388,1,2,15,15,13,6,0
7017,Cell7389,1,13,16,9,12,11,6
7018,Cell7391,1,13,16,9,12,11,6
7019,Cell7392,1,8,10,4,7,9,19
7020,Cell7393,1,5,3,5,11,10,9
7021,Cell7394,1,11,14,7,3,5,4
7022,Cell7395,1,13,16,9,12,11,6
7023,Cell7396,1,2,2,15,13,6,0
7024,Cell7397,1,7,4,3,1,2,10
7025,Cell7398,1,15,13,8,0,15,7
7026,Cell7399,1,1,9,6,15,4,12
7027,Cell7400,1,16,9,6,8,12,11
7028,Cell7401,1,1,9,10,15,4,12
7029,Cell7402,1,10,7,2,10,1,3
7030,Cell7403,1,3,12,16,2,7,17
7031,Cell7404,1,16,9,6,8,12,11
7032,Cell7405,1,6,6,12,5,14,2
7033,Cell7406,1,14,8,1,9,8,8
7034,Cell7407,1,13,16,9,12,11,6
7035,Cell7408,1,1,9,10,15,4,12
7036,Cell7409,1,9,6,14,4,0,14
7037,Cell7410,1,3,12,16,2,7,17
7038,Cell7411,1,5,3,5,11,10,9
7039,Cell7412,1,5,3,5,11,10,9
7040,Cell7413,1,3,12,16,2,7,17
7041,Cell7414,1,8,10,4,7,9,13
7042,Cell7415,1,2,2,15,13,6,0
7043,Cell7416,1,6,6,12,5,14,2
7044,Cell7417,1,12,14,11,14,3,5
7045,Cell7418,1,1,9,10,15,4,12
7046,Cell7419,1,10,7,2,10,1,3
7047,Cell7420,1,1,9,10,15,4,12
7048,Cell7421,1,13,11,9,12,11,6
7049,Cell7422,1,9,6,14,4,0,14
7050,Cell7423,1,15,5,8,0,15,7
7051,Cell7424,1,8,10,4,7,9,19
7052,Cell7425,1,10,7,2,10,1,3
7053,Cell7426,1,2,2,15,13,6,0
7054,Cell7427,1,7,4,3,1,2,10
7055,Cell7428,1,3,12,16,2,7,15
7056,Cell7430,1,5,3,5,11,10,9
7057,Cell7431,1,8,10,4,7,9,13
7058,Cell7432,1,5,3,5,11,10,9
7059,Cell7433,1,13,11,9,12,11,6
7060,Cell7434,1,7,4,3,1,2,10
7061,Cell7435,1,6,6,12,5,14,2
7062,Cell7437,1,1,9,10,15,4,12
7063,Cell7438,1,10,7,2,10,1,3
7064,Cell7439,1,16,9,6,8,12,11
7065,Cell7440,1,10,7,2,10,1,3
7066,Cell7441,1,3,12,16,2,7,17
7067,Cell7442,1,1,9,10,15,4,12
7068,Cell7443,1,11,14,7,3,5,4
7069,Cell7444,1,5,3,5,11,10,9
7070,Cell7445,1,9,6,14,4,0,14
7071,Cell7446,1,2,15,15,13,6,0
7072,Cell7447,1,13,11,9,12,11,6
7073,Cell7448,1,2,2,15,13,6,0
7074,Cell7449,1,6,6,12,5,14,2
7075,Cell7450,1,3,12,16,2,7,15
7076,Cell7451,1,2,15,15,13,6,0
7077,Cell7452,1,15,13,8,0,15,7
7078,Cell7453,1,11,14,7,3,5,4
7079,Cell7454,1,4,9,13,6,13,1
7080,Cell7455,1,5,3,5,11,10,9
7081,Cell7456,1,10,7,2,10,1,3
7082,Cell7457,1,11,14,7,3,5,4
7083,Cell7458,1,7,4,3,1,2,21
7084,Cell7459,1,8,10,4,7,9,13
7085,Cell7460,1,7,4,3,1,2,21
7086,Cell7461,1,13,11,9,12,11,6
7087,Cell7462,1,4,9,13,6,13,1
7088,Cell7463,1,1,9,6,15,4,16
7089,Cell7464,1,11,14,7,3,5,4
7090,Cell7465,1,14,8,1,9,8,8
7091,Cell7466,1,11,14,7,3,5,4
7092,Cell7467,1,10,7,2,10,1,3
7093,Cell7468,1,6,6,12,5,14,2
7094,Cell7469,1,6,6,12,5,14,2
7095,Cell7470,1,11,14,7,3,5,4
7096,Cell7471,1,1,9,10,15,4,16
7097,Cell7472,1,9,6,14,4,0,18
7098,Cell7473,1,7,4,3,1,2,10
7099,Cell7474,1,3,12,16,2,7,15
7100,Cell7475,1,11,14,7,3,5,4
7101,Cell7476,1,11,14,7,3,5,4
7102,Cell7477,1,15,5,8,0,15,7
7103,Cell7478,1,15,5,8,0,15,7
7104,Cell7479,1,8,10,4,7,9,19
7105,Cell7480,1,9,6,14,4,0,14
7106,Cell7481,1,13,11,9,12,11,6
7107,Cell7482,1,15,5,8,0,15,7
7108,Cell7483,1,6,6,12,5,14,2
7109,Cell7484,1,7,4,3,1,2,10
7110,Cell7485,1,8,10,4,7,9,19
7111,Cell7486,1,13,16,9,12,11,6
7112,Cell7487,1,8,10,4,7,9,19
7113,Cell7488,1,3,12,16,2,7,17
7114,Cell7489,1,8,10,4,7,9,13
7115,Cell7490,1,5,3,5,11,10,9
7116,Cell7491,1,2,1,15,13,6,0
7117,Cell7492,1,15,5,8,0,15,7
7118,Cell7493,1,10,7,2,10,1,3
7119,Cell7494,1,12,14,11,14,3,5
7120,Cell7495,1,16,9,6,8,12,11
7121,Cell7496,1,7,4,3,1,2,10
7122,Cell7497,1,13,16,9,12,11,6
7123,Cell7498,1,15,13,8,0,15,7
7124,Cell7499,1,13,11,9,12,11,6
7125,Cell7500,1,3,12,16,2,7,17
7126,Cell7501,1,12,14,11,14,3,5
7127,Cell7502,1,12,14,11,14,3,5
7128,Cell7503,1,9,6,14,4,0,14
7129,Cell7504,1,15,5,8,0,15,7
7130,Cell7505,1,3,12,16,2,7,15
7131,Cell7506,1,10,7,2,10,1,3
7132,Cell7507,1,2,2,15,13,6,0
7133,Cell7508,1,14,8,1,9,8,8
7134,Cell7509,1,4,9,13,6,13,1
7135,Cell7510,1,5,3,5,11,10,9
7136,Cell7511,1,5,3,5,11,10,20
7137,Cell7512,1,5,3,5,11,10,9
7138,Cell7513,1,15,13,8,0,15,7
7139,Cell7514,1,14,8,1,9,8,8
7140,Cell7515,1,5,3,6,11,10,9
7141,Cell7516,1,2,1,15,13,6,0
7142,Cell7517,1,16,9,6,8,12,11
7143,Cell7520,1,7,4,3,1,2,10
7144,Cell7521,1,3,12,16,2,7,17
7145,Cell7522,1,4,9,13,6,13,1
7146,Cell7523,1,9,6,14,4,0,14
7147,Cell7524,1,6,6,12,5,14,2
7148,Cell7525,1,10,7,2,10,1,3
7149,Cell7526,1,13,16,9,12,11,6
7150,Cell7527,1,2,1,15,13,6,0
7151,Cell7528,1,7,4,3,1,2,10
7152,Cell7529,1,11,14,7,3,5,4
7153,Cell7530,1,8,10,4,7,9,13
7154,Cell7531,1,3,12,16,2,7,15
7155,Cell7532,1,15,5,8,0,15,7
7156,Cell7533,1,1,9,10,15,4,16
7157,Cell7534,1,13,16,9,12,11,6
7158,Cell7535,1,13,16,9,12,11,6
7159,Cell7536,1,10,7,2,10,1,3
7160,Cell7537,1,4,9,13,6,13,1
7161,Cell7538,1,12,14,11,14,3,5
7162,Cell7539,1,4,9,13,6,13,1
7163,Cell7540,1,1,9,10,15,4,12
7164,Cell7543,1,2,2,15,13,6,0
7165,Cell7544,1,13,16,9,12,11,6
7166,Cell7546,1,13,11,9,12,11,6
7167,Cell7547,1,9,6,14,4,0,18
7168,Cell7548,1,10,7,2,10,1,3
7169,Cell7549,1,14,8,1,9,8,8
7170,Cell7550,1,14,8,1,9,8,8
7171,Cell7551,1,9,6,14,4,0,18
7172,Cell7552,1,4,9,13,6,13,1
7173,Cell7553,1,7,4,3,1,2,21
7174,Cell7554,1,15,5,8,0,15,7
7175,Cell7555,1,5,3,5,11,10,20
7176,Cell7556,1,1,9,10,15,4,12
7177,Cell7557,1,3,12,16,2,7,15
7178,Cell7558,1,3,12,16,2,7,15
7179,Cell7559,1,2,2,15,13,6,0
7180,Cell7560,1,16,9,6,8,12,11
7181,Cell7561,1,4,9,6,6,13,1
7182,Cell7562,1,13,11,9,12,11,6
7183,Cell7563,1,8,10,4,7,9,19
7184,Cell7564,1,7,4,3,1,2,10
7185,Cell7565,1,2,2,6,13,6,0
7186,Cell7566,1,11,14,7,3,5,4
7187,Cell7568,1,2,1,15,13,6,0
7188,Cell7569,1,5,3,5,11,10,9
7189,Cell7570,1,14,8,1,9,8,8
7190,Cell7571,1,14,8,1,9,8,8
7191,Cell7572,1,1,9,10,15,4,16
7192,Cell7573,1,2,2,6,13,6,0
7193,Cell7574,1,7,4,3,1,2,10
7194,Cell7575,1,9,6,14,4,0,14
7195,Cell7576,1,5,3,5,11,10,20
7196,Cell7577,1,16,9,6,8,12,11
7197,Cell7578,1,3,12,16,2,7,17
7198,Cell7579,1,16,9,6,8,12,11
7199,Cell7580,1,16,9,6,8,12,11
7200,Cell7581,1,15,13,8,0,15,7
7201,Cell7582,1,12,14,11,14,3,5
7202,Cell7583,1,12,14,11,14,3,5
7203,Cell7584,1,11,14,7,3,5,4
7204,Cell7585,1,15,5,8,0,15,7
7205,Cell7586,1,14,8,1,9,8,8
7206,Cell7587,1,14,8,1,9,8,8
7207,Cell7588,1,13,16,9,12,11,6
7208,Cell7589,1,9,6,14,4,0,14
7209,Cell7590,1,12,14,11,14,3,5
7210,Cell7591,1,10,7,2,10,1,3
7211,Cell7592,1,10,7,2,10,1,3
7212,Cell7593,1,6,6,12,5,14,2
7213,Cell7594,1,10,7,2,10,1,3
7214,Cell7595,1,4,9,13,6,13,1
7215,Cell7596,1,10,7,2,10,1,3
7216,Cell7597,1,15,5,8,0,15,7
7217,Cell7598,1,6,6,12,5,14,2
7218,Cell7599,1,6,6,12,5,14,2
7219,Cell7600,1,11,14,7,3,5,4
7220,Cell7601,1,15,13,8,0,15,7
7221,Cell7602,1,15,5,8,0,15,7
7222,Cell7603,1,2,15,15,13,6,0
7223,Cell7604,1,9,6,14,4,0,18
7224,Cell7605,1,11,14,7,3,5,4
7225,Cell7606,1,7,4,3,1,2,10
7226,Cell7607,1,11,14,7,3,5,4
7227,Cell7608,1,9,6,14,4,0,14
7228,Cell7609,1,5,3,5,11,10,9
7229,Cell7610,1,13,11,9,12,11,6
7230,Cell7611,1,7,4,3,1,2,10
7231,Cell7612,1,11,14,7,3,5,4
7232,Cell7613,1,4,9,13,6,13,1
7233,Cell7614,1,2,15,15,13,6,0
7234,Cell7615,1,13,16,9,12,11,6
7235,Cell7616,1,14,8,1,9,8,8
7236,Cell7617,1,10,7,2,10,1,3
7237,Cell7619,1,11,14,7,3,5,4
7238,Cell7620,1,5,3,5,11,10,9
7239,Cell7621,1,7,4,3,1,2,21
7240,Cell7623,1,1,9,10,15,4,12
7241,Cell7624,1,11,14,7,3,5,4
7242,Cell7625,1,11,14,7,3,5,4
7243,Cell7626,1,14,8,1,9,8,8
7244,Cell7627,1,15,5,8,0,15,7
7245,Cell7628,1,8,10,4,7,9,13
7246,Cell7629,1,13,11,9,12,11,6
7247,Cell7630,1,11,14,7,3,5,4
7248,Cell7631,1,3,12,16,2,7,17
7249,Cell7632,1,6,6,12,5,14,2
7250,Cell7633,1,16,9,6,8,12,11
7251,Cell7634,1,2,1,15,13,6,0
7252,Cell7635,1,12,14,11,14,3,5
7253,Cell7636,1,4,9,13,6,13,1
7254,Cell7637,1,10,7,2,10,1,3
7255,Cell7638,1,7,4,3,1,2,10
7256,Cell7639,1,7,4,3,1,2,10
7257,Cell7640,1,16,9,6,8,12,11
7258,Cell7641,1,6,6,12,5,14,2
7259,Cell7642,1,1,9,10,15,4,12
7260,Cell7643,1,9,6,14,4,0,14
7261,Cell7644,1,15,5,8,0,15,7
7262,Cell7645,1,4,9,13,6,13,1
7263,Cell7646,1,13,11,9,12,11,6
7264,Cell7647,1,13,16,9,12,11,6
7265,Cell7648,1,9,6,14,4,0,14
7266,Cell7649,1,12,14,11,14,3,5
7267,Cell7650,1,2,1,15,13,6,0
7268,Cell7651,1,7,4,3,1,2,10
7269,Cell7652,1,6,6,12,5,14,2
7270,Cell7653,1,2,1,15,13,6,0
7271,Cell7655,1,12,14,11,14,3,5
7272,Cell7656,1,2,15,15,13,6,0
7273,Cell7657,1,10,7,2,10,1,3
7274,Cell7658,1,5,3,5,11,10,9
7275,Cell7659,1,8,10,4,7,9,19
7276,Cell7660,1,1,9,10,15,4,16
7277,Cell7661,1,5,3,5,11,10,9
7278,Cell7662,1,1,9,10,15,4,16
7279,Cell7663,1,4,9,13,6,13,1
7280,Cell7664,1,4,9,13,6,13,1
7281,Cell7665,1,1,9,10,15,4,12
7282,Cell7666,1,16,9,6,15,12,11
7283,Cell7667,1,14,8,1,9,8,8
7284,Cell7668,1,10,7,2,10,1,3
7285,Cell7669,1,11,14,7,3,5,4
7286,Cell7670,1,10,7,2,10,1,3
7287,Cell7671,1,10,7,2,10,1,3
7288,Cell7672,1,5,3,5,11,10,20
7289,Cell7673,1,10,7,2,10,1,3
7290,Cell7674,1,9,6,14,4,0,14
7291,Cell7675,1,1,9,10,15,4,12
7292,Cell7676,1,12,14,11,14,3,5
7293,Cell7677,1,4,9,13,6,13,1
7294,Cell7679,1,8,10,4,7,9,13
7295,Cell7680,1,15,13,8,0,15,7
7296,Cell7681,1,9,6,14,4,0,18
7297,Cell7682,1,1,9,10,15,4,16
7298,Cell7683,1,15,5,8,0,15,7
7299,Cell7684,1,12,14,11,14,3,5
7300,Cell7685,1,6,6,12,5,14,2
7301,Cell7686,1,16,9,6,8,12,11
7302,Cell7687,1,8,10,4,7,9,13
7303,Cell7688,1,10,7,2,10,1,3
7304,Cell7689,1,7,4,3,1,2,21
7305,Cell7690,1,13,11,9,12,11,6
7306,Cell7691,1,16,9,6,8,12,11
7307,Cell7692,1,9,6,14,4,0,14
7308,Cell7693,1,6,6,12,5,14,2
7309,Cell7694,1,3,12,16,2,7,15
7310,Cell7695,1,1,9,10,15,4,12
7311,Cell7696,1,1,9,10,15,4,16
7312,Cell7698,1,12,14,11,14,3,5
7313,Cell7699,1,7,4,3,1,2,10
7314,Cell7700,1,5,3,5,11,10,9
7315,Cell7701,1,1,9,10,15,4,12
7316,Cell7702,1,12,14,6,14,3,5
7317,Cell7703,1,9,6,14,4,0,18
7318,Cell7704,1,4,9,6,6,13,1
7319,Cell7705,1,10,7,2,10,1,3
7320,Cell7706,1,2,2,6,13,6,0
7321,Cell7707,1,9,6,14,4,0,18
7322,Cell7708,1,13,16,9,12,11,6
7323,Cell7709,1,7,4,3,1,2,10
7324,Cell7710,1,12,14,11,14,3,5
7325,Cell7711,1,4,9,13,6,13,1
7326,Cell7712,1,11,14,7,3,5,4
7327,Cell7713,1,6,6,12,5,14,2
7328,Cell7714,1,7,4,3,1,2,10
7329,Cell7715,1,14,8,1,9,8,8
7330,Cell7716,1,14,8,1,9,8,8
7331,Cell7717,1,4,9,13,6,13,1
7332,Cell7718,1,16,9,6,8,12,11
7333,Cell7719,1,14,8,6,9,8,8
7334,Cell7720,1,3,12,16,2,7,17
7335,Cell7721,1,1,9,10,15,4,12
7336,Cell7722,1,9,6,14,4,0,18
7337,Cell7723,1,1,9,10,15,4,12
7338,Cell7724,1,3,12,16,2,7,17
7339,Cell7725,1,12,14,11,14,3,5
7340,Cell7726,1,15,5,8,0,15,7
7341,Cell7727,1,9,6,14,4,0,14
7342,Cell7728,1,13,16,9,12,11,6
7343,Cell7729,1,6,6,12,5,14,2
7344,Cell7730,1,10,7,2,10,1,3
7345,Cell7731,1,9,6,14,4,0,18
7346,Cell7732,1,11,14,7,3,5,4
7347,Cell7733,1,12,14,11,14,3,5
7348,Cell7734,1,16,9,6,8,12,11
7349,Cell7735,1,7,4,3,1,2,21
7350,Cell7736,1,2,15,15,13,6,0
7351,Cell7738,1,1,9,10,15,4,16
7352,Cell7740,1,3,12,16,2,7,15
7353,Cell7741,1,13,11,9,12,11,6
7354,Cell7742,1,15,5,8,0,15,7
7355,Cell7743,1,6,6,12,5,14,2
7356,Cell7744,1,2,1,15,13,6,0
7357,Cell7746,1,5,3,5,11,10,9
7358,Cell7747,1,6,6,12,5,14,2
7359,Cell7748,1,8,10,4,7,9,13
7360,Cell7749,1,9,6,14,4,0,14
7361,Cell7750,1,1,9,10,15,4,12
7362,Cell7751,1,3,12,16,2,7,15
7363,Cell7752,1,3,12,16,2,7,17
7364,Cell7753,1,2,1,15,13,6,0
7365,Cell7754,1,13,11,9,12,11,6
7366,Cell7755,1,9,6,14,4,0,18
7367,Cell7756,1,16,9,6,8,12,11
7368,Cell7758,1,8,10,4,7,9,13
7369,Cell7759,1,13,11,9,12,11,6
7370,Cell7760,1,7,4,3,1,2,10
7371,Cell7761,1,7,4,3,1,2,21
7372,Cell7762,1,4,9,13,6,13,1
7373,Cell7763,1,10,7,2,10,1,3
7374,Cell7764,1,7,4,3,1,2,10
7375,Cell7765,1,6,6,12,5,14,2
7376,Cell7766,1,2,2,15,13,6,0
7377,Cell7767,1,14,8,1,9,8,8
7378,Cell7768,1,11,14,7,3,5,4
7379,Cell7769,1,5,3,5,11,10,9
7380,Cell7770,1,9,6,14,4,0,14
7381,Cell7771,1,1,9,10,15,4,12
7382,Cell7772,1,13,16,9,12,11,6
7383,Cell7773,1,8,10,4,7,9,13
7384,Cell7774,1,6,6,12,5,14,2
7385,Cell7775,1,16,9,6,8,12,11
7386,Cell7776,1,4,9,13,6,13,1
7387,Cell7777,1,10,7,2,10,1,3
7388,Cell7779,1,3,12,16,2,7,17
7389,Cell7780,1,12,14,11,14,3,5
7390,Cell7781,1,6,6,12,5,14,2
7391,Cell7782,1,7,4,3,1,2,10
7392,Cell7783,1,9,6,14,4,0,18
7393,Cell7784,1,11,14,7,3,5,4
7394,Cell7785,1,16,9,6,8,12,11
7395,Cell7786,1,2,15,15,13,6,0
7396,Cell7787,1,1,9,10,15,4,12
7397,Cell7788,1,2,1,15,13,6,0
7398,Cell7789,1,6,6,12,5,14,2
7399,Cell7790,1,12,14,11,14,3,5
7400,Cell7791,1,13,16,9,12,11,6
7401,Cell7792,1,9,6,14,4,0,18
7402,Cell7793,1,16,9,6,8,12,11
7403,Cell7794,1,8,10,4,7,9,19
7404,Cell7795,1,2,2,15,13,6,0
7405,Cell7796,1,1,9,10,15,4,12
7406,Cell7797,1,3,12,16,2,7,15
7407,Cell7798,1,16,9,6,8,12,11
7408,Cell7799,1,11,14,7,3,5,4
7409,Cell7800,1,3,12,16,2,7,17
7410,Cell7801,1,6,6,12,5,14,2
7411,Cell7802,1,14,8,1,9,8,8
7412,Cell7803,1,7,4,3,1,2,10
7413,Cell7805,1,4,9,13,6,13,1
7414,Cell7806,1,13,16,9,12,11,6
7415,Cell7807,1,2,15,15,13,6,0
7416,Cell7808,1,11,14,7,3,5,4
7417,Cell7809,1,12,14,11,14,3,5
7418,Cell7810,1,14,8,1,9,8,8
7419,Cell7811,1,1,9,10,15,4,12
7420,Cell7812,1,5,3,5,11,10,9
7421,Cell7813,1,14,8,1,9,8,8
7422,Cell7814,1,10,7,2,10,1,3
7423,Cell7815,1,13,11,9,12,11,6
7424,Cell7816,1,6,6,12,5,14,2
7425,Cell7817,1,15,5,8,0,15,7
7426,Cell7818,1,12,14,11,14,3,5
7427,Cell7819,1,10,7,2,10,1,3
7428,Cell7820,1,6,6,12,5,14,2
7429,Cell7821,1,14,8,1,9,8,8
7430,Cell7822,1,15,5,8,0,15,7
7431,Cell7823,1,10,7,2,10,1,3
7432,Cell7824,1,15,13,8,0,15,7
7433,Cell7825,1,12,14,11,14,3,5
7434,Cell7826,1,8,10,4,7,9,13
7435,Cell7827,1,2,2,15,13,6,0
7436,Cell7828,1,8,10,4,7,9,13
7437,Cell7829,1,16,9,6,6,13,11
7438,Cell7830,1,16,9,6,8,12,11
7439,Cell7831,1,10,7,2,10,1,3
7440,Cell7832,1,8,10,4,7,9,19
7441,Cell7833,1,7,4,3,1,2,10
7442,Cell7834,1,16,9,6,8,12,11
7443,Cell7835,1,3,12,16,2,7,17
7444,Cell7836,1,3,12,16,2,7,17
7445,Cell7837,1,1,9,10,15,4,12
7446,Cell7838,1,3,12,16,2,7,17
7447,Cell7841,1,2,2,15,13,6,0
7448,Cell7842,1,12,14,11,14,3,5
7449,Cell7843,1,2,15,15,13,6,0
7450,Cell7844,1,4,9,13,6,13,1
7451,Cell7845,1,15,5,8,0,15,7
7452,Cell7847,1,15,13,8,0,15,7
7453,Cell7848,1,1,9,10,15,4,12
7454,Cell7849,1,8,10,4,7,9,19
7455,Cell7850,1,3,12,16,2,7,17
7456,Cell7851,1,3,12,16,2,7,17
7457,Cell7852,1,16,9,6,8,12,11
7458,Cell7853,1,3,12,16,2,7,17
7459,Cell7854,1,6,6,12,5,14,2
7460,Cell7855,1,1,9,10,15,4,12
7461,Cell7856,1,11,14,7,3,5,4
7462,Cell7857,1,2,15,15,13,6,0
7463,Cell7858,1,4,9,13,6,13,1
7464,Cell7860,1,2,2,15,13,6,0
7465,Cell7861,1,2,15,15,13,6,0
7466,Cell7862,1,5,3,5,11,10,20
7467,Cell7863,1,7,4,3,1,2,21
7468,Cell7864,1,6,6,12,5,14,2
7469,Cell7865,1,15,13,8,0,15,7
7470,Cell7866,1,15,5,8,0,15,7
7471,Cell7867,1,8,10,4,7,9,13
7472,Cell7868,1,1,9,10,15,4,16
7473,Cell7869,1,10,7,2,10,1,3
7474,Cell7870,1,8,10,4,7,9,13
7475,Cell7871,1,8,10,4,7,9,13
7476,Cell7872,1,6,6,12,5,14,2
7477,Cell7874,1,11,14,7,3,5,4
7478,Cell7875,1,8,10,4,7,9,13
7479,Cell7876,1,3,12,16,2,7,17
7480,Cell7877,1,14,8,1,9,8,8
7481,Cell7878,1,5,3,5,11,10,20
7482,Cell7879,1,7,4,3,1,2,10
7483,Cell7880,1,12,14,11,14,3,5
7484,Cell7881,1,10,7,2,10,1,3
7485,Cell7882,1,2,1,15,13,6,0
7486,Cell7883,1,6,6,12,5,14,2
7487,Cell7884,1,9,6,14,4,0,18
7488,Cell7885,1,13,16,9,12,11,6
7489,Cell7886,1,1,9,10,15,4,12
7490,Cell7887,1,10,7,2,10,1,3
7491,Cell7888,1,14,8,1,9,8,8
7492,Cell7889,1,3,12,16,2,7,17
7493,Cell7890,1,3,12,16,2,7,17
7494,Cell7891,1,3,12,16,2,7,15
7495,Cell7892,1,4,9,13,6,13,1
7496,Cell7893,1,4,9,13,6,13,1
7497,Cell7894,1,2,1,15,13,6,0
7498,Cell7895,1,14,8,1,9,8,8
7499,Cell7896,1,15,13,8,0,15,7
7500,Cell7897,1,16,9,6,8,12,11
7501,Cell7898,1,3,12,16,2,7,17
7502,Cell7899,1,4,9,13,6,13,1
7503,Cell7900,1,5,3,5,11,10,9
7504,Cell7901,1,11,14,7,3,5,4
7505,Cell7902,1,2,1,15,13,6,0
7506,Cell7903,1,4,9,13,6,13,1
7507,Cell7904,1,1,9,10,15,4,12
7508,Cell7905,1,11,14,7,3,5,4
7509,Cell7906,1,6,6,12,5,14,2
7510,Cell7907,1,14,8,1,9,8,8
7511,Cell7908,1,13,11,9,12,11,6
7512,Cell7909,1,3,12,16,2,7,15
7513,Cell7910,1,16,9,6,8,12,11
7514,Cell7911,1,5,3,5,11,10,20
7515,Cell7912,1,15,13,8,0,15,7
7516,Cell7913,1,14,8,1,9,8,8
7517,Cell7914,1,11,14,7,3,5,4
7518,Cell7915,1,3,12,16,2,7,15
7519,Cell7916,1,13,16,9,12,11,6
7520,Cell7917,1,12,14,11,14,3,5
7521,Cell7918,1,3,12,16,2,7,15
7522,Cell7919,1,7,4,3,1,2,10
7523,Cell7920,1,7,4,3,1,2,10
7524,Cell7921,1,6,6,12,5,14,2
7525,Cell7922,1,9,6,14,4,0,14
7526,Cell7923,1,7,4,3,1,2,10
7527,Cell7924,1,11,14,7,3,5,4
7528,Cell7925,1,14,8,1,9,8,8
7529,Cell7926,1,2,15,15,13,6,0
7530,Cell7927,1,7,4,3,1,2,10
7531,Cell7928,1,2,15,15,13,6,0
7532,Cell7929,1,8,10,4,7,9,13
7533,Cell7932,1,13,16,9,12,11,6
7534,Cell7933,1,10,7,2,10,1,3
7535,Cell7935,1,15,5,8,0,15,7
7536,Cell7936,1,5,3,5,11,10,20
7537,Cell7937,1,12,14,11,14,3,5
7538,Cell7938,1,14,8,1,9,8,8
7539,Cell7939,1,11,14,7,3,5,4
7540,Cell7940,1,2,15,15,13,6,0
7541,Cell7941,1,8,10,4,7,9,13
7542,Cell7942,1,5,3,5,11,10,9
7543,Cell7945,1,16,9,6,8,12,11
7544,Cell7946,1,7,4,3,1,2,10
7545,Cell7947,1,5,3,5,11,10,9
7546,Cell7948,1,8,10,4,7,9,19
7547,Cell7949,1,2,1,15,13,6,0
7548,Cell7950,1,2,1,15,13,6,0
7549,Cell7951,1,15,5,8,0,15,7
7550,Cell7952,1,12,14,11,14,3,5
7551,Cell7953,1,12,14,11,14,3,5
7552,Cell7954,1,13,16,9,12,11,6
7553,Cell7955,1,15,13,8,0,15,7
7554,Cell7956,1,13,11,9,12,11,6
7555,Cell7958,1,11,14,7,3,5,4
7556,Cell7959,1,12,14,11,14,3,5
7557,Cell7960,1,8,10,4,7,9,13
7558,Cell7962,1,5,3,5,11,10,9
7559,Cell7963,1,13,16,9,12,11,6
7560,Cell7964,1,13,11,9,12,11,6
7561,Cell7965,1,1,9,10,15,4,12
7562,Cell7966,1,7,4,3,1,2,10
7563,Cell7967,1,1,9,10,15,4,12
7564,Cell7968,1,4,9,13,6,13,1
7565,Cell7969,1,13,16,9,12,11,6
7566,Cell7970,1,8,10,4,7,9,13
7567,Cell7971,1,7,4,3,1,2,10
7568,Cell7972,1,1,9,10,15,4,16
7569,Cell7973,1,15,5,8,0,15,7
7570,Cell7974,1,11,14,7,3,5,4
7571,Cell7975,1,5,3,5,11,10,20
7572,Cell7976,1,15,5,8,0,15,7
7573,Cell7977,1,11,14,7,3,5,4
7574,Cell7978,1,2,15,15,13,6,0
7575,Cell7979,1,2,1,15,13,6,0
7576,Cell7980,1,4,9,13,6,13,1
7577,Cell7981,1,7,4,3,1,2,10
7578,Cell7982,1,9,6,14,4,0,14
7579,Cell7983,1,9,6,14,4,0,14
7580,Cell7984,1,9,6,14,4,0,14
7581,Cell7985,1,14,8,1,9,8,8
7582,Cell7986,1,7,4,3,1,2,10
7583,Cell7987,1,5,3,5,11,10,20
7584,Cell7988,1,11,14,7,3,5,4
7585,Cell7989,1,14,8,1,9,8,8
7586,Cell7990,1,15,5,8,0,15,7
7587,Cell7991,1,16,9,6,8,12,11
7588,Cell7992,1,4,9,13,6,13,1
7589,Cell7993,1,5,3,5,11,10,20
7590,Cell7995,1,2,1,15,13,6,0
7591,Cell7996,1,3,12,16,2,7,17
7592,Cell7997,1,1,9,10,15,4,12
7593,Cell7998,1,1,9,10,15,4,16
7594,Cell7999,1,6,6,12,5,14,2
7595,Cell8000,1,16,9,6,8,12,11
