,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
34,5691,32,8043.341,7520.829,0.641,0.749,0.82,0.639,0.739,0.817,0.641,0.748,0.819,0.623,0.739,0.819,0.613,0.662,0.807,30,25
35,5691,64,15396.104,15168.566,0.415,0.355,0.563,0.377,0.324,0.552,0.452,0.383,0.575,0.406,0.284,0.558,0.429,0.26,0.541,33,27
36,6653,2,1414.601,1171.852,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.283,0.085,0.357,0.319,0.148,0.418,25,14
37,6643,4,2035.579,1765.913,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.319,0.234,0.606,0.337,0.4,0.697,25,14
38,6648,8,3235.617,2913.608,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.339,0.461,0.784,0.535,0.815,0.911,26,13
39,6645,16,5524.82,5093.912,0.814,0.84,0.91,0.752,0.841,0.897,0.776,0.872,0.907,0.705,0.839,0.895,0.774,0.876,0.91,18,16
40,6640,32,9936.734,9363.881,0.67,0.755,0.844,0.67,0.766,0.839,0.676,0.776,0.842,0.678,0.755,0.843,0.677,0.747,0.845,29,28
41,6643,64,19182.5,17870.277,0.415,0.359,0.574,0.398,0.359,0.573,0.445,0.383,0.58,0.42,0.308,0.564,0.404,0.232,0.539,34,26
42,7600,2,1548.973,1315.577,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.284,0.079,0.349,0.303,0.135,0.405,28,16
43,7602,4,2245.246,1964.386,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.317,0.221,0.597,0.328,0.352,0.672,27,16
44,7598,8,3936.314,4011.574,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.34,0.447,0.776,0.472,0.752,0.891,28,14
45,7601,16,7596.919,7026.512,0.847,0.923,0.969,0.816,0.963,0.972,0.816,0.965,0.973,0.792,0.95,0.965,0.816,0.963,0.972,17,16
46,7602,32,13859.752,12952.665,0.657,0.697,0.789,0.664,0.715,0.79,0.665,0.72,0.789,0.659,0.704,0.792,0.653,0.65,0.794,29,25
47,7596,64,26462.231,24971.787,0.399,0.351,0.546,0.376,0.323,0.544,0.452,0.374,0.554,0.405,0.296,0.546,0.404,0.239,0.526,35,26
48,8560,2,2180.976,1849.0,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.283,0.075,0.347,0.285,0.128,0.398,28,17
49,8550,4,3125.137,2701.481,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.297,0.227,0.601,0.332,0.374,0.683,26,15
50,8536,8,4975.278,4492.732,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.337,0.433,0.771,0.33,0.649,0.86,29,16
51,8541,16,8523.9,7847.808,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.838,0.968,0.977,0.87,0.984,0.985,17,16
52,8548,32,15570.652,14608.252,0.63,0.715,0.824,0.672,0.776,0.838,0.677,0.784,0.841,0.663,0.769,0.841,0.648,0.726,0.839,30,28
53,8540,64,29838.326,27888.213,0.411,0.364,0.566,0.377,0.337,0.561,0.449,0.383,0.573,0.426,0.308,0.568,0.429,0.256,0.558,34,27
54,9488,2,2340.841,1967.591,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.282,0.076,0.348,0.294,0.133,0.404,28,16
55,9500,4,3388.686,2981.296,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.308,0.208,0.59,0.305,0.339,0.66,28,18
56,9497,8,5452.661,4938.576,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.324,0.423,0.769,0.337,0.608,0.842,29,18
57,9498,16,9108.895,6963.997,0.845,0.919,0.955,0.849,0.963,0.97,0.849,0.963,0.97,0.667,0.873,0.934,0.849,0.964,0.97,21,16
58,9499,32,15705.659,15915.201,0.661,0.736,0.82,0.659,0.757,0.821,0.685,0.776,0.828,0.668,0.761,0.83,0.663,0.749,0.829,29,28
59,9505,64,32332.059,25769.668,0.454,0.417,0.611,0.406,0.406,0.609,0.483,0.447,0.619,0.459,0.37,0.62,0.436,0.294,0.608,39,31
0,957,2,255.47,193.435,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.325,0.173,0.439,0.366,0.313,0.535,12,7
1,953,4,335.089,275.892,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.35,0.486,0.739,0.462,0.748,0.854,11,7
2,953,8,510.216,439.854,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,836.292,762.696,0.826,0.925,0.962,0.843,0.974,0.978,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1481.24,1378.123,0.558,0.618,0.745,0.537,0.62,0.749,0.554,0.622,0.744,0.53,0.516,0.733,0.482,0.409,0.704,20,17
5,951,64,2787.153,2609.311,0.328,0.154,0.518,0.281,0.152,0.511,0.373,0.167,0.523,0.353,0.101,0.382,0.352,0.059,0.289,15,8
6,1892,2,433.4,346.268,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.308,0.133,0.401,0.318,0.241,0.487,17,9
7,1896,4,593.733,509.982,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.33,0.351,0.672,0.333,0.578,0.782,16,9
8,1895,8,933.108,837.187,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.428,0.699,0.875,0.898,1.0,1.0,15,8
9,1898,16,1585.337,1448.315,0.837,0.964,0.972,0.823,0.913,0.96,0.838,0.964,0.971,0.837,0.961,0.97,0.851,0.926,0.967,16,15
10,1900,32,2801.593,2562.202,0.599,0.653,0.755,0.576,0.641,0.753,0.595,0.665,0.761,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,5210.103,4907.915,0.36,0.258,0.52,0.345,0.252,0.525,0.392,0.27,0.529,0.387,0.186,0.469,0.354,0.137,0.43,22,16
12,2836,2,568.444,471.813,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.306,0.113,0.385,0.302,0.203,0.458,19,11
13,2841,4,818.892,708.607,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.317,0.318,0.653,0.343,0.457,0.724,18,12
14,2843,8,1307.047,1170.225,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.37,0.564,0.825,0.876,1.0,1.0,20,8
15,2841,16,2230.89,2106.367,0.848,0.922,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,4043.535,3774.532,0.589,0.61,0.748,0.593,0.651,0.755,0.592,0.644,0.752,0.591,0.59,0.755,0.578,0.55,0.745,25,22
17,2845,64,7760.179,7288.606,0.35,0.264,0.51,0.332,0.264,0.507,0.416,0.31,0.519,0.402,0.203,0.479,0.347,0.157,0.453,25,19
18,3792,2,745.748,619.316,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.301,0.116,0.387,0.311,0.197,0.454,19,11
19,3798,4,1064.285,926.789,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.317,0.289,0.638,0.331,0.451,0.723,20,12
20,3788,8,1713.148,1536.482,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.359,0.493,0.797,0.82,0.974,0.984,24,9
21,3783,16,2941.314,2720.898,0.85,0.91,0.958,0.828,0.964,0.97,0.828,0.964,0.97,0.828,0.965,0.97,0.828,0.966,0.971,16,16
22,3791,32,5394.304,5029.174,0.623,0.687,0.82,0.64,0.76,0.838,0.662,0.771,0.842,0.648,0.752,0.843,0.635,0.683,0.832,30,25
23,3792,64,10300.303,9728.843,0.208,0.146,0.479,0.378,0.312,0.533,0.427,0.333,0.543,0.412,0.244,0.518,0.388,0.194,0.494,28,21
24,4739,2,916.181,775.485,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.295,0.096,0.369,0.311,0.176,0.441,22,12
25,4742,4,1341.475,1152.755,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.309,0.254,0.618,0.331,0.426,0.709,23,13
26,4744,8,2139.269,1930.242,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.361,0.486,0.792,0.532,0.809,0.91,25,13
27,4744,16,3679.966,3385.048,0.84,0.916,0.967,0.807,0.899,0.957,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,16,16
28,4746,32,6727.052,6287.285,0.67,0.735,0.83,0.654,0.76,0.834,0.661,0.774,0.84,0.678,0.75,0.84,0.651,0.689,0.831,28,25
29,4740,64,12854.387,12086.322,0.387,0.336,0.55,0.358,0.319,0.539,0.433,0.368,0.557,0.406,0.282,0.539,0.36,0.199,0.501,32,22
30,5697,2,1091.869,924.782,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.281,0.095,0.367,0.312,0.148,0.419,23,14
31,5687,4,1584.796,1392.075,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.315,0.228,0.601,0.321,0.411,0.699,26,14
32,5690,8,2573.025,2330.779,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.334,0.502,0.798,0.53,0.807,0.909,24,13
33,5682,16,4388.997,4068.045,0.818,0.782,0.925,0.811,0.945,0.957,0.81,0.945,0.957,0.769,0.926,0.948,0.808,0.945,0.956,17,16
34,5691,32,7996.102,7499.868,0.632,0.722,0.815,0.629,0.737,0.815,0.637,0.744,0.818,0.624,0.742,0.821,0.613,0.662,0.807,30,25
35,5691,64,15326.313,14828.944,0.418,0.357,0.568,0.378,0.336,0.561,0.453,0.384,0.575,0.424,0.289,0.557,0.429,0.26,0.541,32,27
36,6653,2,1390.792,1170.629,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.284,0.083,0.353,0.319,0.148,0.418,27,14
37,6643,4,1997.742,1752.45,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.314,0.241,0.611,0.337,0.4,0.697,24,14
38,6648,8,3197.459,2887.896,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.344,0.478,0.791,0.535,0.815,0.911,25,13
39,6645,16,5469.031,5023.401,0.786,0.802,0.898,0.777,0.875,0.909,0.776,0.871,0.907,0.697,0.831,0.888,0.774,0.876,0.91,19,16
40,6640,32,9996.459,9285.523,0.682,0.766,0.842,0.678,0.775,0.843,0.673,0.778,0.842,0.678,0.767,0.844,0.677,0.747,0.845,30,28
41,6643,64,19032.971,17902.381,0.392,0.354,0.571,0.388,0.346,0.567,0.443,0.384,0.579,0.416,0.309,0.566,0.404,0.232,0.539,35,26
42,7600,2,1579.693,1341.388,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.274,0.084,0.355,0.303,0.135,0.405,26,16
43,7602,4,2294.996,2008.075,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.29,0.23,0.601,0.328,0.352,0.672,27,16
44,7598,8,3677.409,3287.485,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.339,0.447,0.777,0.472,0.752,0.891,28,14
45,7601,16,6149.065,5633.809,0.854,0.869,0.955,0.816,0.965,0.973,0.816,0.965,0.973,0.768,0.94,0.959,0.816,0.963,0.972,18,16
46,7602,32,11023.866,10312.266,0.659,0.711,0.788,0.657,0.714,0.786,0.665,0.721,0.79,0.656,0.703,0.792,0.653,0.65,0.794,29,25
47,7596,64,21102.259,20013.97,0.365,0.337,0.549,0.38,0.33,0.546,0.45,0.375,0.555,0.406,0.296,0.548,0.404,0.239,0.526,35,26
48,8560,2,1721.028,1485.501,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.282,0.084,0.357,0.285,0.128,0.398,25,17
49,8550,4,2529.081,2181.703,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.308,0.232,0.604,0.332,0.374,0.683,26,15
50,8536,8,3962.787,3603.662,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.334,0.442,0.775,0.33,0.649,0.86,28,16
51,8541,16,6810.3,6272.226,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.774,0.935,0.963,0.87,0.984,0.985,19,16
52,8548,32,15304.45,14898.698,0.674,0.78,0.841,0.663,0.764,0.834,0.678,0.788,0.843,0.662,0.769,0.84,0.648,0.726,0.839,30,28
53,8540,64,30505.443,28573.718,0.389,0.35,0.563,0.381,0.36,0.565,0.449,0.378,0.571,0.416,0.302,0.567,0.429,0.256,0.558,35,27
54,9488,2,2541.823,2146.821,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.259,0.08,0.35,0.294,0.133,0.404,28,16
55,9500,4,3625.897,3152.261,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.309,0.216,0.595,0.305,0.339,0.66,27,18
56,9497,8,5743.119,5124.915,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.342,0.438,0.774,0.337,0.608,0.842,28,18
57,9498,16,9711.221,8916.617,0.841,0.918,0.954,0.849,0.963,0.97,0.849,0.963,0.97,0.606,0.831,0.919,0.849,0.964,0.97,23,16
58,9499,32,17709.589,16432.376,0.679,0.756,0.826,0.671,0.759,0.822,0.685,0.777,0.829,0.675,0.767,0.83,0.663,0.749,0.829,30,28
59,9505,64,31543.519,24924.761,0.428,0.409,0.618,0.38,0.393,0.603,0.479,0.448,0.623,0.457,0.368,0.619,0.436,0.294,0.608,39,31
0,957,2,297.55,228.865,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.326,0.17,0.438,0.366,0.313,0.535,12,7
1,953,4,395.646,324.389,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.363,0.442,0.72,0.462,0.748,0.854,12,7
2,953,8,596.034,519.161,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,986.628,895.588,0.817,0.922,0.961,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1759.415,1619.774,0.547,0.63,0.748,0.545,0.618,0.742,0.558,0.631,0.749,0.527,0.516,0.734,0.482,0.409,0.704,20,17
5,951,64,3282.92,3079.938,0.31,0.142,0.515,0.302,0.151,0.511,0.371,0.16,0.526,0.349,0.101,0.382,0.352,0.059,0.289,15,8
6,1892,2,508.683,408.864,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.31,0.131,0.401,0.318,0.241,0.487,17,9
7,1896,4,708.485,604.241,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.339,0.358,0.674,0.333,0.578,0.782,16,9
8,1895,8,1099.448,987.661,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.427,0.701,0.875,0.898,1.0,1.0,15,8
9,1898,16,1885.879,1720.812,0.867,0.841,0.95,0.821,0.912,0.96,0.838,0.964,0.971,0.837,0.961,0.97,0.851,0.926,0.967,16,15
10,1900,32,3378.317,3152.834,0.571,0.571,0.743,0.57,0.631,0.746,0.595,0.655,0.755,0.586,0.567,0.749,0.584,0.547,0.746,22,21
11,1902,64,6398.627,6028.359,0.355,0.25,0.521,0.317,0.249,0.52,0.397,0.266,0.528,0.384,0.184,0.468,0.354,0.137,0.43,22,16
12,2836,2,719.889,592.736,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.309,0.111,0.384,0.302,0.203,0.458,19,11
13,2841,4,1026.513,879.871,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.309,0.32,0.654,0.343,0.457,0.724,18,12
14,2843,8,1626.085,1457.071,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.366,0.609,0.842,0.876,1.0,1.0,18,8
15,2841,16,2758.329,2557.88,0.849,0.924,0.96,0.849,0.971,0.974,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,4965.421,4642.717,0.589,0.641,0.753,0.573,0.64,0.755,0.596,0.65,0.756,0.577,0.581,0.754,0.578,0.55,0.745,24,22
17,2845,64,9484.311,8932.804,0.381,0.3,0.517,0.338,0.268,0.506,0.415,0.308,0.523,0.393,0.197,0.476,0.347,0.157,0.453,25,19
18,3792,2,936.121,784.972,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.267,0.108,0.38,0.311,0.197,0.454,20,11
19,3798,4,1352.496,1167.229,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.3,0.304,0.645,0.331,0.451,0.723,19,12
20,3788,8,2147.968,1941.389,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.357,0.579,0.828,0.82,0.974,0.984,20,9
21,3783,16,3645.866,3349.075,0.85,0.91,0.958,0.828,0.964,0.97,0.828,0.964,0.97,0.828,0.965,0.97,0.828,0.966,0.971,16,16
22,3791,32,6643.855,6185.222,0.642,0.732,0.835,0.645,0.745,0.835,0.662,0.777,0.845,0.651,0.769,0.844,0.635,0.683,0.832,31,25
23,3792,64,12551.39,11846.826,0.265,0.181,0.489,0.363,0.301,0.529,0.43,0.336,0.542,0.404,0.249,0.52,0.388,0.194,0.494,29,21
24,4739,2,1155.122,979.53,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.283,0.105,0.379,0.311,0.176,0.441,20,12
25,4742,4,1680.387,1453.76,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.312,0.257,0.619,0.331,0.426,0.709,23,13
26,4744,8,2667.982,2418.106,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.356,0.482,0.791,0.532,0.809,0.91,25,13
27,4744,16,4530.026,4206.733,0.843,0.92,0.97,0.808,0.9,0.958,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,16,16
28,4746,32,8235.745,7687.772,0.679,0.765,0.839,0.645,0.758,0.835,0.668,0.773,0.838,0.679,0.75,0.84,0.651,0.689,0.831,28,25
29,4740,64,15679.984,14877.974,0.213,0.202,0.513,0.385,0.335,0.548,0.437,0.368,0.555,0.411,0.289,0.537,0.36,0.199,0.501,32,22
30,5697,2,1404.261,1169.552,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.29,0.085,0.358,0.312,0.148,0.419,25,14
31,5687,4,2013.158,1744.168,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.299,0.241,0.608,0.321,0.411,0.699,25,14
32,5690,8,3191.458,2887.053,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.343,0.471,0.789,0.53,0.807,0.909,25,13
33,5682,16,5428.822,4974.312,0.816,0.774,0.919,0.81,0.946,0.957,0.81,0.945,0.957,0.769,0.927,0.948,0.808,0.945,0.956,17,16
34,5691,32,9861.19,9174.298,0.63,0.715,0.813,0.627,0.735,0.812,0.64,0.751,0.821,0.625,0.74,0.82,0.613,0.662,0.807,30,25
35,5691,64,18807.662,17722.414,0.417,0.369,0.566,0.364,0.325,0.558,0.453,0.384,0.574,0.417,0.291,0.555,0.429,0.26,0.541,33,27
36,6653,2,1622.672,1379.454,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.284,0.078,0.348,0.319,0.148,0.418,28,14
37,6643,4,2335.008,2037.691,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.321,0.219,0.596,0.337,0.4,0.697,27,14
38,6648,8,3719.852,3339.585,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.333,0.465,0.785,0.535,0.815,0.911,26,13
39,6645,16,6310.204,5788.216,0.788,0.747,0.889,0.777,0.873,0.908,0.776,0.872,0.907,0.698,0.831,0.888,0.774,0.876,0.91,19,16
40,6640,32,11516.617,10736.846,0.668,0.719,0.832,0.67,0.769,0.842,0.678,0.774,0.842,0.68,0.758,0.844,0.677,0.747,0.845,29,28
41,6643,64,21904.495,20719.907,0.422,0.367,0.574,0.357,0.338,0.565,0.443,0.384,0.58,0.425,0.313,0.569,0.404,0.232,0.539,36,26
42,7600,2,1510.83,1166.39,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.275,0.075,0.347,0.303,0.135,0.405,28,16
43,7602,4,2034.227,1760.539,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.305,0.236,0.607,0.328,0.352,0.672,25,16
44,7598,8,3239.213,2917.764,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.313,0.458,0.779,0.472,0.752,0.891,28,14
45,7601,16,5596.803,5131.349,0.849,0.876,0.959,0.783,0.898,0.956,0.816,0.965,0.973,0.747,0.926,0.955,0.816,0.963,0.972,18,16
46,7602,32,10218.51,9501.982,0.643,0.684,0.79,0.635,0.702,0.784,0.655,0.719,0.79,0.657,0.703,0.792,0.653,0.65,0.794,29,25
47,7596,64,19649.838,19226.307,0.412,0.347,0.546,0.387,0.343,0.548,0.45,0.372,0.554,0.415,0.304,0.543,0.404,0.239,0.526,36,26
48,8560,2,1634.718,1391.784,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.279,0.074,0.345,0.285,0.128,0.398,29,17
49,8550,4,2375.802,2082.202,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.292,0.217,0.594,0.332,0.374,0.683,28,15
50,8536,8,3833.666,3431.042,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.34,0.445,0.776,0.33,0.649,0.86,28,16
51,8541,16,6584.195,6061.752,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.767,0.936,0.964,0.87,0.984,0.985,19,16
52,8548,32,14056.332,13833.955,0.666,0.763,0.836,0.629,0.758,0.835,0.677,0.784,0.841,0.667,0.775,0.84,0.648,0.726,0.839,31,28
53,8540,64,28314.207,26715.993,0.404,0.344,0.561,0.379,0.337,0.561,0.457,0.384,0.572,0.412,0.307,0.565,0.429,0.256,0.558,34,27
54,9488,2,2320.671,1966.481,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.281,0.074,0.345,0.294,0.133,0.404,29,16
55,9500,4,3333.246,2920.815,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.296,0.217,0.594,0.305,0.339,0.66,28,18
56,9497,8,5307.892,4788.829,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.344,0.443,0.778,0.337,0.608,0.842,27,18
57,9498,16,9056.719,8333.832,0.848,0.923,0.958,0.813,0.906,0.951,0.849,0.963,0.97,0.581,0.829,0.916,0.849,0.964,0.97,24,16
58,9499,32,16489.906,15404.59,0.682,0.771,0.828,0.653,0.753,0.824,0.685,0.777,0.829,0.665,0.752,0.828,0.663,0.749,0.829,29,28
59,9505,64,31856.342,29702.073,0.458,0.422,0.611,0.43,0.404,0.613,0.479,0.449,0.621,0.468,0.378,0.621,0.436,0.294,0.608,40,31
0,957,2,254.283,195.587,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.328,0.174,0.44,0.366,0.313,0.535,12,7
1,953,4,340.194,278.167,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.368,0.456,0.724,0.462,0.748,0.854,12,7
2,953,8,515.951,445.916,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,850.712,771.15,0.818,0.788,0.935,0.786,0.904,0.954,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1517.154,1394.504,0.545,0.609,0.741,0.509,0.586,0.74,0.533,0.607,0.744,0.526,0.515,0.733,0.482,0.409,0.704,20,17
5,951,64,2851.24,2648.564,0.31,0.148,0.512,0.307,0.156,0.512,0.384,0.185,0.527,0.346,0.097,0.372,0.352,0.059,0.289,14,8
6,1892,2,436.186,347.917,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.314,0.134,0.402,0.318,0.241,0.487,17,9
7,1896,4,601.967,511.661,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.316,0.366,0.677,0.333,0.578,0.782,16,9
8,1895,8,943.514,835.636,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.35,0.655,0.861,0.898,1.0,1.0,16,8
9,1898,16,1615.602,1471.693,0.866,0.841,0.949,0.776,0.892,0.945,0.838,0.963,0.971,0.837,0.961,0.97,0.851,0.926,0.967,16,15
10,1900,32,2932.195,2712.716,0.583,0.657,0.758,0.578,0.648,0.751,0.596,0.653,0.755,0.587,0.566,0.749,0.584,0.547,0.746,22,21
11,1902,64,5595.579,5210.675,0.349,0.243,0.515,0.328,0.24,0.513,0.404,0.277,0.529,0.371,0.172,0.461,0.354,0.137,0.43,21,16
12,2836,2,610.475,507.787,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.324,0.118,0.39,0.302,0.203,0.458,18,11
13,2841,4,877.391,758.954,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.324,0.315,0.653,0.343,0.457,0.724,18,12
14,2843,8,1402.885,1258.938,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.367,0.589,0.834,0.876,1.0,1.0,19,8
15,2841,16,2392.041,2179.087,0.85,0.924,0.962,0.816,0.907,0.953,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,4330.734,4011.845,0.578,0.64,0.755,0.568,0.634,0.75,0.595,0.659,0.759,0.574,0.604,0.755,0.578,0.55,0.745,25,22
17,2845,64,8248.355,7717.708,0.371,0.295,0.512,0.363,0.275,0.507,0.418,0.308,0.522,0.392,0.202,0.478,0.347,0.157,0.453,24,19
18,3792,2,805.627,671.96,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.286,0.114,0.386,0.311,0.197,0.454,19,11
19,3798,4,1158.49,991.298,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.321,0.262,0.623,0.331,0.451,0.723,22,12
20,3788,8,1873.395,1654.855,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.351,0.509,0.803,0.82,0.974,0.984,23,9
21,3783,16,3157.598,2886.32,0.85,0.91,0.958,0.828,0.964,0.97,0.828,0.964,0.97,0.828,0.965,0.97,0.828,0.966,0.971,16,16
22,3791,32,5740.203,5348.947,0.642,0.708,0.831,0.652,0.765,0.84,0.662,0.777,0.844,0.653,0.773,0.846,0.635,0.683,0.832,31,25
23,3792,64,10972.102,10241.572,0.368,0.317,0.538,0.356,0.31,0.536,0.426,0.335,0.542,0.413,0.263,0.521,0.388,0.194,0.494,30,21
24,4739,2,998.171,835.369,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.303,0.097,0.37,0.311,0.176,0.441,22,12
25,4742,4,1454.316,1257.993,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.291,0.264,0.621,0.331,0.426,0.709,23,13
